港澳台‖稳流,#genre#
混音 Ⅰ 尼基图萨,http://www.zuori.cc/index/downloads?d=43165&v=OWCYnMJy
混音 Ⅰ 德国童声,http://www.zuori.cc/index/downloads?d=43165&v=IcxjnS95 
嗨曲 Ⅰ 大卫巴德,http://www.zuori.cc/index/downloads?d=43165&v=EjbLheOF
混音 Ⅰ 梦的海洋,http://www.zuori.cc/index/downloads?d=43165&v=rgNqNrTn
混音 Ⅰ 樱桃多汁,http://www.zuori.cc/index/downloads?d=43165&v=PeLb0VTe
混音 Ⅰ 沙漠之魂,http://www.zuori.cc/index/downloads?d=43165&v=SLnC86fA
混音 Ⅰ 独自生活,http://www.zuori.cc/index/downloads?d=43165&v=qh7cGgss
混音 Ⅰ 简单快乐,http://www.zuori.cc/index/downloads?d=43165&v=ePpKWpqn
混音 Ⅰ 美丽的人说,http://www.zuori.cc/index/downloads?d=43165&v=6lD80AFR
泰国 Ⅰ 黑色比基尼,http://www.zuori.cc/index/downloads?d=43165&v=Vv5vUlsM
夜店 Ⅰ 调情俱乐部,http://www.zuori.cc/index/downloads?d=43165&v=acPB0w06
夜店 Ⅰ 比基尼派对,http://www.zuori.cc/index/downloads?d=43165&v=OvuRosJO
夜店 Ⅰ 尬舞俱乐部,http://www.zuori.cc/index/downloads?d=43165&v=6coAxHVF
夜店 Ⅰ 慕尼黑聚会,http://www.zuori.cc/index/downloads?d=43165&v=54M0khyO
夜店 Ⅰ 两姐妹领舞,http://www.zuori.cc/index/downloads?d=43165&v=4xHguSxl
混音 Ⅰ 迪斯科舞曲,http://www.zuori.cc/index/downloads?d=43165&v=sVUrPAkF
电音 Ⅰ 做我的爱人,http://www.zuori.cc/index/downloads?d=43165&v=RaQAd2ef
电音 Ⅰ 最好的一面,http://www.zuori.cc/index/downloads?d=43165&v=kJOLL7qs
派对 Ⅰ 麦王滑板车,http://www.zuori.cc/index/downloads?d=43165&v=f4Mf7Sou
舞曲 Ⅰ 大家都跳舞,http://www.zuori.cc/index/downloads?d=43165&v=VdI9HOwH
舞曲 Ⅰ 极速鬼步舞,http://www.zuori.cc/index/downloads?d=43165&v=VSUEF0Sq
舞曲 Ⅰ 再一次鬼步舞,http://www.zuori.cc/index/downloads?d=43165&v=R4SIsRRH
混音 Ⅰ 温柔的抚摸我,http://www.zuori.cc/index/downloads?d=43165&v=nO3nU3vC
夜店 Ⅰ 俱乐部的一天,http://www.zuori.cc/index/downloads?d=43165&v=v2cu36ks
夜店 Ⅰ 狂野的俱乐部,http://www.zuori.cc/index/downloads?d=43165&v=I7plIu2a
派对 Ⅰ 我们如何聚会,http://www.zuori.cc/index/downloads?d=43165&v=GphYWFNW
电音 Ⅰ 永远在你身边,http://www.zuori.cc/index/downloads?d=43165&v=DqPafWf2
电音 Ⅰ 美女沙滩大海,http://www.zuori.cc/index/downloads?d=43165&v=h8SKIzR4
百大DJ Ⅰ 活在黑夜里,http://www.zuori.cc/index/downloads?d=43165&v=LNnplfDT
车展 Ⅰ 泰国迷你直通车,http://www.zuori.cc/index/downloads?d=43165&v=lpWRRLUD
车展 Ⅰ 泰国比基尼舞蹈,http://www.zuori.cc/index/downloads?d=43165&v=U9kkGlvv
派对 Ⅰ 泰国跳舞家族聚会,http://www.zuori.cc/index/downloads?d=43165&v=HXPFyvSW
嗨曲 Ⅰ 黎明前的泰国美眉,http://www.zuori.cc/index/downloads?d=43165&v=vJeUyqpy
舞曲 Ⅰ 风靡一时的鬼步舞,http://www.zuori.cc/index/downloads?d=43165&v=BnnJWufX
车展 Ⅰ 泰国三美女比基尼,http://www.zuori.cc/index/downloads?d=43165&v=kt81QJUJ
车展 Ⅰ 泰国超甜美丽模特,http://www.zuori.cc/index/downloads?d=43165&v=njEPbOh5
派对 Ⅰ 迈阿密音乐节克鲁斯,http://www.zuori.cc/index/downloads?d=43165&v=XEX5F0J1
走秀 Ⅰ 祝贺男人比基尼美女,http://www.zuori.cc/index/downloads?d=43165&v=fe0MmmdY
车展 Ⅰ 泰国波动比基尼美女,http://www.zuori.cc/index/downloads?d=43165&v=8ojPWmEM
车展 Ⅰ 泰国郊郎蓝色比基尼美女,http://www.zuori.cc/index/downloads?d=43165&v=yq8JSUqD

电影珍藏 ■_7811,#genre#
街女,http://www.zuori.cc/index/downloads?d=43165&v=lrSzC9wP
跛豪,http://www.zuori.cc/index/downloads?d=43165&v=OmnGCtRO
力王,http://www.zuori.cc/index/downloads?d=43165&v=t5JnVKwk
巡城马,http://www.zuori.cc/index/downloads?d=43165&v=CPyLm3Of
马永贞,http://www.zuori.cc/index/downloads?d=43165&v=l4V0MW8n
妖魔道,http://www.zuori.cc/index/downloads?d=43165&v=43jiWUvM
失业皇帝,http://www.zuori.cc/index/downloads?d=43165&v=jcHCIynC
满汉全席,http://www.zuori.cc/index/downloads?d=43165&v=Nzgjn7FW
情逢敌手,http://www.zuori.cc/index/downloads?d=43165&v=WGdXqifL
极速传说,http://www.zuori.cc/index/downloads?d=43165&v=IoQE2YPS
杀街英雄,http://www.zuori.cc/index/downloads?d=43165&v=HAOxJ651
战龙在野,http://www.zuori.cc/index/downloads?d=43165&v=Iswk7ImD
皇家女将,http://www.zuori.cc/index/downloads?d=43165&v=9pBWL80o
吉屋藏娇,http://www.zuori.cc/index/downloads?d=43165&v=lOKvml8f
我未成年,http://www.zuori.cc/index/downloads?d=43165&v=eclM8eEV
金榜题名,http://www.zuori.cc/index/downloads?d=43165&v=wHLa7hxL
火云传奇,http://www.zuori.cc/index/downloads?d=43165&v=bEzboK8c
奉旨勾妖,http://www.zuori.cc/index/downloads?d=43165&v=iBWoFndA
小偷阿星,http://www.zuori.cc/index/downloads?d=43165&v=2KLRORU2
拳坛风云,http://www.zuori.cc/index/downloads?d=43165&v=RsmV0LCy
布衣神相,http://www.zuori.cc/index/downloads?d=43165&v=ohwhKUwC
炭烧凶咒,http://www.zuori.cc/index/downloads?d=43165&v=WHB4pJT9
英雄好汉,http://www.zuori.cc/index/downloads?d=43165&v=JtbLx3cu
英雄人物,http://www.zuori.cc/index/downloads?d=43165&v=AxOjbsNX
少林英雄榜,http://www.zuori.cc/index/downloads?d=43165&v=mOG5iQpm
飞侠小白龙,http://www.zuori.cc/index/downloads?d=43165&v=3KBw5jrO
新仙鹤神针,http://www.zuori.cc/index/downloads?d=43165&v=9ONtisFy
种鬼•未删减,http://www.zuori.cc/index/downloads?d=43165&v=LYkI9MXR
香港第一凶宅,http://www.zuori.cc/index/downloads?d=43165&v=QIqRk5ev
月亮星星太阳,http://www.zuori.cc/index/downloads?d=43165&v=KkaDrDrk
至尊计状元才,http://www.zuori.cc/index/downloads?d=43165&v=InG97u2A

港澳台视 ■,#genre#
凤凰中文HD[1280*720],http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226922/index.m3u8
凤凰资讯HD[1280*720],http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226923/index.m3u8
凤凰中文HD[1280*720],http://117.169.120.217:8080/live/fhchinese/.m3u8
凤凰中文[1280*720],http://117.169.120.134:8080/live/fhchinese/.m3u8
凤凰中文720P[1280*720],http://112.50.243.8/PLTV/88888888/224/3221225900/1.m3u8
凤凰中文HD[1280*720],http://223.82.250.72/ysten-bussiness/live/fhchinese/1.m3u8
凤凰中文HD[1280*720],http://223.110.245.139/PLTV/3/224/3221226922/index.m3u8
凤凰资讯720P[1280*720],http://112.50.243.8/PLTV/88888888/224/3221225901/1.m3u8
凤凰中文[1280*720],http://223.110.245.139/ott.js.chinamobile.com/PLTV/3/224/3221226922/index.m3u8
凤凰中文[1280*720],http://223.110.245.139/PLTV/3/224/3221226922/index.m3u8
凤凰资讯[1280*720],http://112.50.243.10/PLTV/88888888/224/3221225901/2.m3u8
凤凰资讯[1280*720],http://183.207.249.35/PLTV/3/224/3221226923/index.m3u8
凤凰资讯[1280*720],http://183.251.61.221/PLTV/88888888/224/3221225901/index.m3u8
凤凰资讯[1280*720],http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226923/index.m3u8
凤凰资讯台[1280*720],http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226923/index.m3u8
凤凰卫视中文台[785*576],http://hbzx.chinashadt.com:2036/zhibo/zx2.stream/chunklist_w851016188.m3u8
鳳凰中文[1280*720],http://117.169.120.217:8080/live/fhchinese/2.m3u8
鳳凰資訊[1280*720],http://dslive.grtn.cn:80/4K/sd/live.m3u8
凤凰卫视中文台[1280*720],http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226922/index.m3u8
凤凰卫视资讯台[1280*720],http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226923/index.m3u8
香港大营救[1280*720],https://135zyv3.xw0371.com/20180505/hIbuc76j/index.m3u8
香港电影[1280*720],https://aldirect.hls.huya.com/huyalive/29106097-2689453724-11551115788685410304-2847687506-10057-A-1525422901-1_1200.m3u8
香港电影[1280*720],http://aldirect.hls.huya.com/huyalive/29106097-2689453724-11551115788685410304-2847687506-10057-A-1525422901-1_1200.m3u8
香港翡翠[1024*576],http://116.199.5.51:8114/hls/Fsv_chan_hls_se_idx=188&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8
香港翡翠[1024*576],http://116.199.5.51:8114/hls/Fsv_chan_hls_se_idx=188&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=0&Pcontent_id=8114.m3u8
香港翡翠[1024*576],http://116.199.5.51:8114/index.m3u8?Fsv_chan_hls_se_idx=188&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8
香港翡翠[1024*576],http://116.199.5.51:8114/index.m3u8?Fsv_chan_hls_se_idx=12&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8
香港佛陀教育[640*360],http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist_w891345404.m3u8
香港佛陀教育[640*360],http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
香港经典[960*540],http://cn-jlcc-cu-live-03.live-play.acgvideo.com/live-bvc/live_281282463_1547722.m3u8
香港女神电影[960*540],http://aldirect.hls.huya.com/huyalive/94525224-2472147404-10617792251071299584-2777026638-10057-A-0-1_1200.m3u8
香港星河[1280*720],http://tvbilive14-i.akamaihd.net/hls/live/496347/CXHMovie/CXHMovie-01.m3u8
香港有线电视1台[1280*720],http://aldirect.hls.huya.com/huyalive/29169025-2686219962-11537226886652362752-2710080226-10057-A-0-1_1200.m3u8
香港阳光卫视[720*576],http://121.31.30.90:8085/ysten-business/live/yangguangstv/yst.m3u8
香港环球电视[853*480],http://live-cdn.xzxwhcb.com/hls/sn88wrar.m3u8
凤凰卫视HD[1280*720],http://223.110.245.139/ott.js.chinamobile.com/PLTV/3/224/3221226922/index.m3u8
中旺电视台http://live.italkdd.com/cds160/hls/channel008/channel008_2000.m3u8
凤台文化生活[768*576],http://60.175.115.119:1935/live/wenhua/playlist.m3u8
凤台综合频道[768*576],http://60.175.115.119:1935/live/zonghe/playlist.m3u8
凤凰中文台HD[1280*720],http://183.251.61.209/PLTV/88888888/224/3221225900/index.m3u8
香港电影[1280*720],http://aldirect.hls.huya.com/huyalive/29106097-2689453724-11551115788685410304-2847687506-10057-A-1525422901-1_1200.m3u8
香港佛陀教育[640*360],http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
香港佛陀教育[640*360],http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist_w891345404.m3u8
香港经典[960*540],http://cn-jlcc-cu-live-03.live-play.acgvideo.com/live-bvc/live_281282463_1547722.m3u8
香港女神电影[960*540],http://aldirect.hls.huya.com/huyalive/94525224-2472147404-10617792251071299584-2777026638-10057-A-0-1_1200.m3u8
香港星河[640*360],http://tvbilive14-i.akamaihd.net/hls/live/496347/CXHMovie/CXHMovie-03.m3u8
香港星河[1280*720],http://tvbilive14-i.akamaihd.net/hls/live/496347/CXHMovie/CXHMovie-01.m3u8
香港卫视[854*480],http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1940367113.m3u8
香港卫视[1024*576],http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
中国气象[768*576],http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8
中国天气[768*576],http://223.110.245.157/ott.js.chinamobile.com/PLTV/3/224/3221227438/index.m3u8
中国天气[768*576],http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8
翡翠台,http://pili-live-hdl.qhmywl.com/dsdtv/b3a93cbbd1908e81783879747bb3090a.flv

港澳台视 ■,#genre#
澳视体育[1280*720][1280*720],http://103.233.191.138/ch4/sport_ch4.live/playlist.m3u8
澳门卫视[768*576][768*576][720*540],http://stream.mastvnet.com/MSTV/SD/live.m3u8
澳门澳视高清1[720*406],http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳门澳视葡文[720*406],http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳亚卫视[720*540],http://stream.mastvnet.com/MASTV/sd/live.m3u8
澳门葡文[720*406],http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳门微电影频道[720*406],http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳门卫视[720*540],http://stream.mastvnet.com/MSTV/SD/live.m3u8
澳门卫视[720*540],http://stream.mastvnet.com/MSTV/SD/live.m3u8
澳门卫视[720*540],http://stream.mastvnet.com/MASTV/sd/live.m3u8
澳门资讯[1280*720],http://103.233.191.138/ch5/info_ch5.live/playlist.m3u8
澳亚卫视[720*540],http://stream.mastvnet.com/MASTV/sd/live.m3u8
澳门澳视高清1[720*406],http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳门澳视葡文[720*406],http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳门卫视[720*540],http://stream.mastvnet.com/MSTV/SD/live.m3u8
澳亚卫视[720*540],http://stream.mastvnet.com/MASTV/sd/live.m3u8
澳门微电影频道[720*406],http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳门澳亚卫视[720*540],http://stream.mastvnet.com/MASTV/sd/live.m3u8
澳门1[720*406],http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳门2[720*406],http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳门澳视资讯台[1280*720],http://103.233.191.138/ch5/info_ch5.live/playlist.m3u8
澳门卫视[720*540],http://stream.mastvnet.com/MSTV/SD/live.m3u8
澳門1[1280*720],http://183.207.249.35/PLTV/3/224/3221226923/index.m3u8
澳视体育[1280*720],http://103.233.191.138/ch4/sport_ch4.live/playlist.m3u8
澳視資訊[720*540],http://stream.mastvnet.com/MASTV/sd/live.m3u8
澳亚卫视[1024*576],http://116.199.5.51:8114/hls/Fsv_chan_hls_se_idx=192&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=0&Pcontent_id=8114.m3u8
澳亞衛視[720*540],http://stream.mastvnet.com/MASTV/playlist.m3u8
澳门澳视澳门台[720*406],http://61.244.22.4/ch1/ch1.live/playelist.m3u8
澳门澳视高清体育台[1280*720],http://103.233.191.138/ch4/sport_ch4.live/playlist.m3u8
澳门澳视葡文台[720*406],http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳门澳视卫视台[720*406],http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳门澳视资讯台[1280*720],http://103.233.191.138/ch5/info_ch5.live/playlist.m3u8
澳门卫视[720*540],http://stream.mastvnet.com/MSTV/playlist.m3u8
澳门卫视[720*540],http://stream.mastvnet.com/MSTV/SD/live.m3u8
澳门卫视[720*540],http://stream.mastvnet.com/MSTV/SD/live.m3u8
澳门卫视[720*540],http://stream.mastvnet.com/MSTV/SD/live.m3u8
澳亚卫视[720*540],http://stream.mastvnet.com/MASTV/playlist.m3u8
澳亚卫视[720*540],http://stream.mastvnet.com/MASTV/sd/live.m3u8
澳门卫视[720*540],http://stream.mastvnet.com/MSTV/SD/live.m3u8
澳门澳亚卫视台[720*540],http://stream.mastvnet.com/MASTV/sd/live.m3u8
澳门澳视高清体育台[1280*720],http://103.233.191.138/ch4/sport_ch4.live/playlist.m3u8
欢喜台,http://idceasypanel2288.m6u.cn/tv1/ml.php?id=HXTHD
欢喜台,http://zszb.xyz/cs.php?id=HXTHD
欢喜台,http://50.7.161.82:8278/Huahee/playlist.m3u8?tid=6299993&ct=18201&tsum=dd2537cb669f5768e392c96d42736fdf

港澳台视 ■,#genre#
台湾亲子台[854*480],http://ms003.happytv.com.tw/live/F9YMztT5DcwWEr1f/index.m3u8
台湾全美台[854*480],http://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8
台湾HBO电影[785*576],http://218.202.220.2:5000/nn_live.ts?id=HBO
台湾亲子台[854*480],http://ms003.happytv.com.tw/live/F9YMztT5DcwWEr1f/index.m3u8
台湾全美台[854*480],http://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8
台湾博斯魅力[854*480],http://ms003.happytv.com.tw/live/OcScNdWHvBx5P4w3/index.m3u8
台湾信吉电视台[640*360],http://220.130.241.203:1935/sjtv/livestream_360p/playlist.m3u8
星空卫视[768*576],http://116.199.5.51:8114/00000000/hls/9.m3u8?Fsv_chan_hls_se_idx=234&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8
星空卫视[768*576],http://116.199.5.51:8114/hls/Fsv_chan_hls_se_idx=233&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=0&Pcontent_id=8114.m3u8
三立新闻[854*480],http://60.199.188.65/HLS/WG_ETTV-N/index.m3u8
三明新闻[800*600],http://stream.smntv.cn/smtv1/sd/live.m3u8
莲花卫视,http://live-rtmp.macaulotustv.com/lotustv/5562e9e4d409d24c9600075c.m3u8
中天亚洲,http://zszb.xyz/time_atv.php?channel=71db2a46b7999600957bae2ff593b88e
中天娱乐,http://zszb.xyz/time_atv.php?channel=e4d8bdda673322f73ad81a85dbd729e3
中天综合,http://zszb.xyz/time_atv.php?channel=02f108bdfea98407fde2f64d0160b458
中天新闻,http://zszb.xyz/time_atv.php?channel=9cc23cfaa77c63bbdf5c25b427c89837
中视,http://zszb.xyz/time_atv.php?channel=2b7ed237c2191c454f4d5e1ab4017d32
民视,http://zszb.xyz/time_atv.php?channel=dbc824c04b4200f92e3b85cbc59f434e
公视,http://zszb.xyz/time_atv.php?channel=22135c0a31d3ab68940e6b9cc7104a51
民视新闻,http://zszb.xyz/time_atv.php?channel=8f0cfe02045f163efbf510131233ef38
八大第一,http://zszb.xyz/time_atv.php?channel=8b59ed131b528b3e56daaa199c6b714b
八大戏剧,http://zszb.xyz/time_atv.php?channel=7af5f3913325a66c0b2c559e6548ff78
八大综合,http://zszb.xyz/time_atv.php?channel=ffd34946005d0cf063d7b0ba8a8f045c
三立戏剧,http://zszb.xyz/time_atv.php?channel=cb27886b8839dba819242a88b0ab1599
三立综合,http://zszb.xyz/time_atv.php?channel=51241aa0d30f4b642e5b5eb89d060d21
三立都会,http://zszb.xyz/time_atv.php?channel=01da95d007e8a749c11a8ec64ee2ee11
三立新闻,http://zszb.xyz/time_atv.php?channel=00f6b3c7fb8b9bc7f55cb0127151ad1f
三立台湾,http://zszb.xyz/time_atv.php?channel=afefbcf0a74f3ad5f9c742396877618a
东森新闻,http://zszb.xyz/time_atv.php?channel=ea86a6a22ddb41a1622626f8078b6c55
东森财经新闻,http://zszb.xyz/time_atv.php?channel=e2a11612c82cf150c8725bae8ab843e8
东森综合,http://zszb.xyz/time_atv.php?channel=3a2618e29e13b13000b4789abba54d08
东森洋片,http://zszb.xyz/time_atv.php?channel=5c0f418e22d1024e445292edaba5dd1a
东森戏剧,http://zszb.xyz/time_atv.php?channel=4e3800d0982ae64e861ee2166741a6ba
东森电影,http://zszb.xyz/time_atv.php?channel=d824ce205aeb94733357f1c0a2e87609
东森幼幼,http://zszb.xyz/time_atv.php?channel=9b9a4881bc69e6d251e6388972878d38
卫视中文台,http://zszb.xyz/time_atv.php?channel=efbd809fffc18733f2385aee2597858a
卫视合家台,http://zszb.xyz/time_atv.php?channel=efe958943f750e00e1dc046f89d4f936
星卫电影台,http://zszb.xyz/time_atv.php?channel=473a6f1c1e3fb49b1202fd57c11965e2
星卫娱乐台,http://zszb.xyz/time_atv.php?channel=b2952120401fd8b4da25975b89d092ac
MTV Taiwan,http://zszb.xyz/time_atv.php?channel=665b7310a44b79dbd8a9f31e5e8476cc
曼迪日本台,http://zszb.xyz/time_atv.php?channel=28fb6c442b212cc16a0567cbe1bbd211
纬来日本,http://zszb.xyz/time_atv.php?channel=fe4e088a8d8e10cc20a012c17cf1c3a6
纬来综合,http://zszb.xyz/time_atv.php?channel=5cdbf943fe29fe91c29e3569a7dfc5fc
纬来戏剧,http://zszb.xyz/time_atv.php?channel=b217ef42ba783fb2ca531c03e55d8f86
纬来体育,http://zszb.xyz/time_atv.php?channel=37d9ff55a922b1323745e47283690f68
纬来精彩,http://zszb.xyz/time_atv.php?channel=51d255141eaa32bba398eba750f0abb9
大爱1台,http://zszb.xyz/time_atv.php?channel=866c0738c8d4bdf59ec9ae641f58b8d9

时尚 ■,#genre#
WFC TV[1024*576],http://wfc.bonus-tv.ru/cdn/wfcrus/index.m3u8
WFC TV[1280*720],http://wfc.bonus-tv.ru:80/cdn/wfcint/tracks-v2a1/index.m3u8
WFC HD[1920*1080],http://wfc.bonus-tv.ru/cdn/wfcint/tracks-v1a1/index.m3u8
ID Fashion TV [FHD][1920*1080],http://idfashion-hls1.cosmonova.net.ua/hls/idfashion_ua_hi/index.m3u8
VISIT-X TV,http://stream.visit-x.tv/vxtv/live/chunklist_w1769846509.m3u8
VISIT-X TV,http://stream.visit-x.tv/vxtv/live/playlist.m3u8
VISIT-X TV HD,http://stream.visit-x.tv:1935/vxtv/live_720p/playlist.m3u8
Jasmin TV SD,http://109.71.162.112:1935/live/sd.jasminchannel.stream/playlist.m3u8
Jasmin TV HD,http://109.71.162.112:1935/live/hd.jasminchannel.stream/playlist.m3u8
Jasmin TV HD,http://109.71.162.112:1935/live/hd.jasminchannel.stream/chunklist_w659662875.m3u8
Miami TV,http://59ec5453559f0.streamlock.net:1935/miamitv/smil:miamitv/chunklist_b2592000.m3u8
Miami TV,http://hlsdpi-cdn-fr1.totalstream.net/dpilive/miamitv/mia/miamitv1/playlist.m3u8
Miami TV,http://usaserver.miamitvchannel.com/miamitv/smil:miamitv/playlist.m3u8
Miami TV,http://usaserver.miamitvchannel.com:1935/miamitv/smil:miamitv/playlist.m3u8
Miami TV HD,https://59ec5453559f0.streamlock.net/miamitv/smil:miamitvROKU/chunklist_w674207730_b2592000.m3u8
Shemale Tube TV 1,http://www.ast.tv/stream/1/master.m3u8
Shemale Tube TV 2,http://www.ast.tv/stream/2/master.m3u8
Visit-x TV,http://stream.visit-x.tv:1935/vxtv/live_720p/chunklist_w2095600845.m3u8
Jasmin TV,http://109.71.162.112:1935/live/sd.jasminchannel.stream/chunklist_w1855513383.m3u8

音乐台 ■,#genre#
独立波音乐台IndieWave,https://vcnindiewave.teleosmedia.com/stream/indiewave/indiewave/playlist.m3u8
M2O TV HD,http://m2otv-lh.akamaihd.net:80/i/m2oTv_1@186074/index_600_av-b.m3u8
Music Top (ARG)HD,http://live-edge01.telecentro.net.ar:1935/live/msctphd-720/playlist.m3u8
MUSICTOP HD,http://live-edge01.telecentro.net.ar/live/msctphd-720/playlist.m3u8
BOX 音乐,http://212.26.132.86/hls/mb_ua_2500.m3u8
V2BEAT,https://abr.de1se01.v2beat.live/playlist.m3u8

亚洲 ■,#genre#
半岛电视[640*360],http://aljazeera-mubasher-apple-live.adaptive.level3.net/apple/aljazeera/mubashe
花花公子蒙古[720*576],http://spacetv.in/stream/WUQP6BVK17/56.m3u8
韩国Arirang (Opt-1)[1920*1080],http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
越南ANTVHD[1047*576],http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
韓國G1 SBS[640*360],http://smart.igtb.co.kr:1935/live/stream.sdp/playlist.m3u8
韩国阿里郎[1920*1080],http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
韩国EBS-1[720*405],http://ebsonair.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
韩国EBS-1[720*405],http://ebsonair.ebs.co.kr/groundwavefamilypc/familypc1m/chunklist_w1960240276.m3u8
韩国EBS-2[720*405],http://ebsonair.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
韩国GoodTV[480*270],http://mobliestream.c3tv.com:554/live/goodtv.sdp/playlist.m3u8
阿拉伯CGTN[1024*576],http://live.cgtn.com/1000a/prog_index.m3u8
阿拉伯Deutsche Welle[400*224],http://dwstream2-lh.akamaihd.net/i/dwstream2_live@124400/master.m3u8
阿拉伯TRT[640*360],http://trtcanlitv-lh.akamaihd.net/i/TRTARAPCA_1@181945/master.m3u8
阿拉伯Al Hurra[864*486],http://mbnhls-lh.akamaihd.net/i/MBN_1@118619/master.m3u8
阿联酋Abu Dhabi Sports 2 HD (Opt-2)[1280*720],http://adtv.ercdn.net/adsport2/adsport2.m3u8
阿联酋Abu Dhabi Sports 2 HD (Opt-3)[1280*720],http://adtv.ercdn.net/adsport2/adsport2_720p.m3u8
阿联酋Dubai One[426*240],http://www.elahmad.com/tv/m3u8/dubaitv.m3u8?id=dubaione
卡塔尔 Al Kass Sports 4[1024*576],http://www.elahmad.com/tv/m3u8/alkass.m3u8?id=alkass4
希腊Cannali TV[1280*720],http://live.streams.ovh:1935/cannali/cannali/playlist.m3u8
希腊Fox TV[640*480],http://live.streams.ovh:1935/foxtv/foxtv/playlist.m3u8
希腊Ionian Channel[1280*720],http://stream.ioniantv.gr:8081/ionian/live/playlist.m3u8
伊拉克 Sharqiya News[800*450],http://ns8.indexforce.com:1935/alsharqiyalive/mystream/playlist.m3u8
摩洛哥Al Aoula International[384*216],http://cdn-hls.globecast.tv/live/ramdisk/al_aoula_inter/hls_snrt/index.m3u8
加纳TV Africa (Ghana)[1280*720],http://africatv.live.net.sa:1935/live/africatv/playlist.m3u8
伊朗PBC Tapesh TV[640*360],http://iptv.tapesh.tv/tapesh/playlist.m3u8
伊朗Rangarang TV[640*360],http://iptv.rangarang.us/live/playlist.m3u8
巴基斯坦Eye 95 TV (US)[1280*720],http://cdn20.liveonlineservices.com/hls/eye95tv.m3u8
巴基斯坦Lahore News[1280*720],http://mlive.lahorenews.tv:1935/lahorelive/lnews_1/playlist.m3u8
印度India TV[426*240],http://indiatvnews-lh.akamaihd.net/i/ITV_1@199237/master.m3u8
印度电视台[426*240],http://indiatvnews-lh.akamaihd.net/i/ITV_1@199237//master.m3u8
印度ABP Asmita[524*324],http://abpasmita-lh.akamaihd.net:80/i/abpasmita_1@77821/master.m3u8
印度DD News[1024*576],http://nicls1-lh.akamaihd.net/i/ddnews_1@409133/master.m3u8
朝鲜中央电视台[720*480],http://tv.nknews.org/tvhls/stream.m3u8
Radio Kanal HIT-R[1280*720],http://hithd.camsh.orsk.ru/hls/hithd.m3u8
卫视卡式台[1280*720],http://iliketot.dyndns.tv/c8233976dbba4a06a101780907447375.m3u8
叙利亚ANN[320*240],http://ns8.indexforce.com:1935/ann/ann/playlist.m3u8
泰国PBS[1920*1080],http://thaipbs-live.cdn.byteark.com/live-en/playlist_1080p/index.m3u8
CGTN Documentary[1024*576],https://live.cgtn.com/cctv-d.m3u8
CGTN English[1024*576],https://live.cgtn.com/1000/prog_index.m3u8

日本 ■,#genre#
